Energy Demand (kWh),Energy PV (kWh)
3136,47.235
3552,0
3280,0
3168,0
2912,0
2912,0
2752,0
1536,0
1376,0
784,0
768,0
768,0
768,120.859
1024,542.704
1680,1121.503
1936,1835.988
1952,2554.642
1920,3223.077
2032,3612.926
1984,3759.272
1776,3819.673
1920,3733.401
2128,3236.946
2256,2117.944
2048,624.436
2544,0
2592,0
2784,0
2544,0
2656,0
2048,0
1088,0
928,0
784,0
816,0
800,0
848,178.004
848,278.008
1392,1002.032
2048,2187.253
2016,3261.08
2112,4102.46
2192,4672.277
2352,4958.885
2224,4937.757
1856,4601.63
2176,3908.075
1920,2750.447
2000,961.142
1760,0
1360,0
1504,0
1264,0
1296,0
1152,0
816,0
832,0
768,0
768,0
784,0
784,229.562
816,399.363
1312,1124.982
1808,2192.095
1680,3041.563
1632,3428.971
1824,3209.488
1952,3737.111
2032,3586.794
2160,3142.484
2464,2004.348
2176,1381.93
2064,421.586
2128,0
2320,0
2704,0
2624,0
2512,0
2224,0
1248,0
864,0
800,0
832,0
832,0
848,275.725
912,550.379
1488,1288.02
2016,2117.369
2208,2579.967
1888,2988.634
2016,3226.58
1872,3299.211
1856,3146.229
1872,2567.41
2256,1804.573
2320,891.754
2320,229.091
2496,0
2688,0
3168,0
2976,0
2928,0
2112,0
848,0
880,0
816,0
848,0
816,0
816,205.907
912,723.048
1456,1328.942
1920,2093.506
2176,2957.58
2128,3846.019
2272,4283.394
2144,4305.904
2192,4183.587
2176,3996.775
2496,3292.107
2624,2078.085
2704,436.383
2576,0
2896,0
2992,0
2864,0
2912,0
2320,0
880,0
752,0
688,0
688,0
688,0
704,234.497
848,660.066
1520,1288.491
2112,2230.418
2032,3226.753
2000,3988.01
2016,4501.979
2000,4726.548
1952,4697.234
2128,4364.693
2176,3666.113
2144,2561.004
2400,981.489
2416,0
1968,0
2368,0
1936,0
1840,0
1568,0
1168,0
1152,0
800,0
720,0
736,0
736,242.387
768,370.514
1280,1191.057
2064,2274.749
2000,3244.643
2272,4002.234
2256,4503.154
2240,4686.671
2368,4485.972
2448,3697.609
2704,2547.452
2624,911.76
2736,145.814
3008,0
3456,0
3472,0
3232,0
3072,0
1872,0
864,0
832,0
800,0
768,0
784,0
800,153.24
1024,588.361
1344,1297.774
1760,1991.636
1808,2639.255
1888,2913.463
2096,2937.937
2064,2720.015
1856,2733.997
1888,2570.301
2480,2111.042
2832,1369.106
3168,448.196
3088,0
3104,0
3488,0
3312,0
2656,0
1792,0
848,0
816,0
768,0
784,0
768,0
800,286.826
832,601.439
1280,1231.087
1824,2273.068
1712,3252.702
1808,4018.032
2048,4526.555
2032,4773.886
2320,4739.363
2400,4419.322
3008,3781.752
3040,2745.933
3072,1191.145
2784,0
3136,0
3456,0
3344,0
2832,0
2144,0
848,0
784,0
752,0
720,0
736,2.192
768,220.203
800,297.4
1360,1207.763
1872,2305.212
2032,3298.008
2208,4067.987
2048,4580.489
2080,4833.897
2112,4811.036
2064,4508.077
2480,3895.625
2784,2900.087
3136,1386.133
2912,6.394
3024,0
3456,0
3392,0
2992,0
2400,0
992,0
784,0
720,0
720,0
720,4.706
736,231.218
784,310.961
1696,1240.154
1648,2309.146
1776,3259.518
2064,4011.487
2096,4523.349
2192,4779.58
2416,4763.543
2704,4464.408
3152,3853.883
3424,2861.799
3536,1367.043
3488,11.037
3440,0
3504,0
3328,0
2816,0
2176,0
832,0
752,0
704,0
704,0
688,7.708
752,232.603
768,309.98
1376,1264.684
1664,2338.78
1856,3295.624
2208,4046.422
2688,4559.153
2864,4816.492
2768,4800.708
2912,4504.441
3520,3899.331
3552,2918.374
3408,1444.47
3440,20.678
3408,0
3248,0
3056,0
2976,0
2656,0
1248,0
1200,0
1136,0
800,0
720,11.135
736,251.376
752,336.635
1312,1296.582
1728,2348.208
1968,3302.871
2240,4040.712
2304,4525.788
2352,4769.736
2256,4753.915
1936,4478.456
1952,3873.713
1840,2880.497
1792,1395.781
1792,26.736
1744,0
1904,0
1696,0
1632,0
1200,0
768,0
768,0
720,0
720,0
720,15.587
704,305.365
96,451.476
1072,1369.484
1584,2379.141
1408,3275.866
1856,3942.843
2208,4349.207
2416,4549.48
2240,4323.66
2128,3609.508
2448,2553.555
2352,1278.995
2352,360.219
1984,0
1856,0
1920,0
1808,0
1632,0
1312,0
816,0
800,0
752,0
736,0
880,0.959
832,299.165
1360,798.009
2064,1462.913
2144,2350.231
2496,3250.853
2656,3922.531
2688,3879.26
2416,3224.019
2576,2836.748
2384,3028.609
2640,2683.438
2672,1443.516
2960,287.008
3120,0
3296,0
3088,0
2752,0
1920,0
1616,0
880,0
816,0
752,0
752,0
768,19.107
784,369.894
816,509.546
1152,1422.522
1920,2368.052
1984,3099.785
2080,3883.779
2704,4406.61
2720,4536.351
2272,4340.49
2240,3812.773
2480,2706.159
2448,1418.52
2896,604.493
3104,20.298
3104,0
3376,0
3168,0
2528,0
2176,0
784,0
736,0
720,0
688,0
688,0
720,108.338
1008,401.146
1504,767.81
2240,1247.101
2272,1643.591
1968,2275.373
1776,2751.699
1984,2773.28
2016,2320.878
2288,1175.823
2320,1027.889
2128,812.98
2160,504.437
2224,14.886
2592,0
2752,0
2480,0
1904,0
1760,0
752,0
752,0
704,0
688,0
704,42.706
736,422.745
960,660.378
1376,1583.932
1856,2491.959
2080,2433.602
1728,1532.716
1696,1507.784
2192,1586.111
2512,1677.1
2432,1618.474
2576,2256.501
2640,1576.433
2336,417.552
2256,3.367
2368,0
2512,0
2144,0
1584,0
1440,0
752,0
736,0
688,0
688,0
672,27.092
720,406.144
992,861.721
1456,1654.329
1792,2269.767
1888,2866.155
1744,3462.862
1840,3893.141
2192,3836.986
2480,3578.958
2400,3124.196
2464,2480.704
2624,1857.153
2592,755.054
2512,51.669
2352,0
2448,0
2448,0
2000,0
1824,0
1152,0
864,0
688,0
704,0
704,34.202
736,373.891
944,863.539
1456,1458.121
1888,1971.629
2080,2663.37
2128,3113.652
2176,2363.065
1840,1650.334
1840,1382.991
1968,1144.919
2336,970.864
2352,937.139
2784,362.209
2448,1.238
2704,0
3040,0
2800,0
2864,0
2304,0
960,0
896,0
752,0
736,0
720,34.959
768,392.87
800,619.549
1120,1553.898
1744,2662.428
1664,3649.989
1728,4413.463
1984,4914.56
2080,5147.239
2032,5093.917
2240,4679.963
2160,3836.214
2096,2798.309
2128,1427.15
1504,87.038
1488,0
1664,0
1472,0
1264,0
1088,0
816,0
800,0
752,0
752,0
752,58.914
768,424.752
896,719.594
1216,1572.406
1600,2517.134
1536,3115.966
1872,3512.674
2064,3925.085
2064,4224.678
1808,4337.659
1696,3937.641
1728,3405.643
1632,2132.729
1648,786.87
1632,53.864
1600,0
1712,0
1552,0
1408,0
1104,0
992,0
896,0
864,0
768,0
736,64.724
784,435.287
960,781.546
1392,1621.503
2080,2455.722
1984,3023.386
2112,3319.819
2256,3749.048
2560,4456.588
2560,4815.372
2480,4480.285
2800,3291.182
2672,1368.768
2464,274.165
2400,17.652
2384,0
2544,0
2240,0
1952,0
1504,0
752,0
736,0
688,0
672,0
688,29.67
736,382.618
864,914.635
1696,1695.168
2144,2606.638
2064,3302.502
2256,4057.238
2240,4552.098
2080,4582.363
1968,4414.623
1888,3909.171
2304,2990.638
2208,1809.386
2240,641.564
2224,61.815
2464,0
2816,0
2560,0
2544,0
2160,0
816,0
736,0
704,0
704,0
688,0
720,82.409
848,304.186
1248,688.82
1568,1138.496
1632,1518.462
1440,1824.593
1424,2017.13
1408,2135.569
1328,1925.768
1360,1765.22
1344,1478.086
1344,1079.706
1392,545.514
1312,47.801
1312,0
1440,0
1280,0
1248,0
1056,0
752,0
816,0
768,0
784,0
768,84.932
800,341.607
928,643.511
1808,1719.06
2320,2676.598
2016,3482.461
2080,4067.854
1936,4278.134
2224,4286.264
2256,4097.906
2160,3692.208
2080,3070.167
2272,2041.152
2496,850.95
2672,122.187
2528,0
2240,0
1904,0
1776,0
1584,0
848,0
752,0
688,0
688,0
688,95.423
720,381.023
1056,755.24
1792,1705.129
2064,2516.886
2272,3290.243
2512,3958.983
2336,4221.461
2272,4347.776
2288,4365.484
2384,3912.023
2384,3250.59
2192,2081.934
2224,932.074
2144,126.535
1984,0
1776,0
1536,0
1584,0
1360,0
1120,0
1072,0
1072,0
1040,0
1040,98.276
1136,503.106
1216,1049.698
1696,1599.154
2016,2245.065
2208,3020.431
2320,3860.034
2336,4228.678
2304,4236.635
2128,4650.09
2048,4531.693
2048,3889.792
1792,2845.394
1904,1176.296
1936,145.022
1872,0
1872,0
1584,0
1520,0
1296,0
768,0
736,0
704,0
704,0
704,42.026
832,214.909
880,393.695
1248,1387.285
1824,2638.031
1776,3066.395
1776,2093.924
1856,1915.967
1920,1663.882
1920,1352.77
1968,1167.17
1872,595.727
1728,333.756
1760,124.979
1776,6.173
1776,0
1856,0
1664,0
1344,0
1168,0
832,0
784,0
720,0
704,0
720,90.461
752,526.306
832,1052.335
1536,1873.887
2080,2646.689
1936,2959.572
2176,2189.296
2400,1516.962
2384,1352.032
2704,1309.159
2240,1630.094
2384,1088.315
2416,988.123
2544,789.65
2640,200.985
3120,0
3184,0
2816,0
2784,0
2736,0
1408,0
800,0
736,0
688,0
688,94.68
736,490.345
832,991.433
1248,1784.636
1888,2650.053
1808,3404.822
1968,4139.697
2144,4540.375
2400,4778.083
2464,4646.124
2576,4250.949
2944,3590.2
2560,2631.767
2656,958.443
2672,162.804
2928,0
3184,0
2944,0
2688,0
2560,0
1200,0
816,0
704,0
704,0
688,3.505
720,73.977
768,239.274
1360,598.488
2160,1093.796
2128,1626.581
2080,1755.46
1728,1911.161
2080,1409.531
1888,1118.431
1840,1313.847
2144,1236.915
2000,596.269
2096,242.121
2000,40.21
2160,0
2192,0
2064,0
1952,0
1504,0
768,0
736,0
704,0
688,0
688,146.547
736,494.456
800,841.161
1456,1841.295
1904,2917.402
1888,3847.026
1824,4611.053
1840,5118.987
2144,5361.573
2176,5314.788
2128,4920.647
2112,4245.854
2128,3302.969
2704,1845.541
2816,422.159
2976,0
3072,0
2912,0
2608,0
2080,0
832,0
752,0
704,0
688,0
704,137.515
704,280.755
896,763.196
1696,1828.23
2080,2918.992
1920,3917.935
2192,4664.848
2288,5165.026
1904,5410.947
1840,5396.876
1856,5116.961
2320,4540.924
2336,3666.163
2352,2388.398
2448,744.584
2752,0
3168,0
2736,0
2592,0
2528,0
1216,0
832,0
720,0
704,0
720,159.241
736,329.391
800,791.638
1328,1854.78
1808,2914.347
1872,3821.006
2016,4497.569
2000,4951.595
1984,5122.57
1968,5007.201
2000,4703.549
2096,4113.496
2192,2944.485
2128,1811.189
2256,502.956
2608,0
2880,0
2624,0
2592,0
2128,0
960,0
768,0
688,0
704,0
704,143.666
752,250.598
912,781.82
1568,1895.654
1840,3006.545
1968,3966.285
1968,4700.593
2016,5186.567
1968,5417.185
1872,5388.254
1840,5076.669
1920,4333.661
2288,2973.627
2752,1732.418
2784,557.32
2688,0
2896,0
2496,0
1984,0
1600,0
960,0
880,0
832,0
736,0
720,150.991
736,612.278
768,1189.702
1280,1940.275
1648,2849.509
1632,3680.878
2096,4127.045
2112,4066.985
1712,3295.45
1856,2476.687
1760,1881.016
1856,1441.084
2112,789.203
2528,371.629
2320,62.126
2784,0
2944,0
2848,0
2544,0
1680,0
912,0
848,0
736,0
752,0
736,78.866
784,379.908
816,910.158
1280,1625.116
2160,2438.965
2288,3083.578
2224,3639.33
2272,4058.256
2528,4390.373
2944,4388.526
2704,4095.926
3136,2866.297
3200,1555.822
3440,841.061
3664,206.068
3728,0
3744,0
3504,0
3472,0
3024,0
1136,0
800,0
736,0
736,0
704,183.169
752,620.964
896,1122.351
1840,1921.46
2704,2685.977
2672,3233.912
3136,3568.552
3264,3564.504
3184,3334.264
3200,2809.732
3120,2280.43
3136,1684.394
3424,1041.772
3440,459.297
2880,78.503
2960,0
3440,0
3168,0
3184,0
2624,0
1216,0
800,0
752,0
736,0
736,125.059
736,487.435
848,1013.728
2320,1612.262
3248,2337.703
3600,2934.997
3808,2986.299
4016,2610.729
4032,2284.375
3424,2247.343
2912,1895.379
3056,1481.101
3120,1282.581
2880,769.16
2768,210.46
2864,0
2928,0
2832,0
2688,0
2400,0
800,0
736,0
688,0
704,0
688,232.322
720,694.709
768,1272.596
1920,1861.966
2096,2098.733
2272,2363.268
2592,2566.451
3120,2595.068
3008,1976.718
2640,1270.688
2832,893.871
2992,611.352
2752,386.486
3088,177.193
3680,25.475
3712,0
3856,0
3424,0
3424,0
3040,0
1936,0
1536,0
1200,0
1216,0
1216,17.59
1280,108.037
1328,245.766
2048,482.034
2448,746.491
2736,1087.454
3344,1339.491
3344,1663.583
3168,1677.245
3248,1654.004
3376,1477.402
3408,1194.119
2880,956.648
2688,659.328
2656,188.231
2656,0
2432,0
2624,0
2528,0
2304,0
2000,0
1968,0
1872,0
1680,0
1616,188.83
1568,634.283
1792,1108.961
2560,1627.647
2512,2039.003
2432,2233.242
2592,2794.11
2768,3556.197
2864,4480.159
3472,5052.612
3200,4835.564
3472,4344.637
3488,3314.418
3520,2009.823
3424,578.046
3504,0
3680,0
3360,0
3168,0
2784,0
2352,0
2176,0
1888,0
1808,0
1584,225.297
1616,490.176
1680,1024.638
2048,1915.73
2464,2860.474
3376,3645.53
3280,4322.758
3312,4740.89
3152,4773.061
3184,4725.15
3200,4305.336
3024,3632.458
2896,2617.971
2784,1387.005
2768,356.185
2704,0
2912,0
2592,0
2384,0
2256,0
960,0
848,0
768,0
720,0
720,213.118
736,665.152
784,1218.914
1632,1802.057
1712,2410.773
1904,2990.791
2208,3363.159
2464,3562.094
2544,3610.075
2528,3260.881
2416,2376.051
2720,1721.805
2800,1511.382
2688,1313.664
2896,425.896
3392,0
3968,0
3792,0
3728,0
3440,0
1040,0
800,0
736,0
736,0
816,228.248
864,625.184
912,1141.433
2016,1778.077
2544,2577.24
2656,3579.376
2832,4383.598
2880,4865.596
3232,5098.738
3008,5019.549
2880,4654.439
2752,4042.133
2704,3175.307
2592,1803.897
2672,628.964
2912,0
3424,0
3280,0
3280,0
3024,0
1232,0
768,0
720,0
688,0
688,215.107
720,357.951
816,964.011
2160,1934.818
2608,2867.311
2640,3695.489
2592,4326.684
2720,4728.898
2864,4980.413
2960,5021.21
2480,4760.306
2656,4175.852
2832,3181.616
2912,1964.98
2896,598.549
3232,0
3584,0
3296,0
3360,0
3232,0
1360,0
1024,0
704,0
688,0
944,277.887
1152,686.42
1152,1259.846
2016,1938.967
2224,2524.931
2096,3080.786
2160,2806.222
2496,2188.592
3152,2651.197
3376,2386.143
3264,2231.098
3280,1729.525
3280,1257.605
3232,826.861
3264,301.706
3152,0
3200,0
2992,0
2944,0
2384,0
1136,0
1104,0
1024,0
1040,0
1056,113.587
1056,394.444
1264,710.641
2096,1041.587
2864,1380.997
2080,1822.832
2496,2295.795
2800,2869.48
2592,3585.983
2784,3927.089
2752,2610.572
2800,2096.461
2528,1293.455
2464,877.311
2288,264.15
2256,0
2240,0
2112,0
2064,0
1680,0
1520,0
1424,0
1376,0
1424,0
1424,235.019
1520,644.773
1808,1190.151
2688,1966.411
2864,2995.694
2800,3822.569
2976,4406.578
2736,4791.862
3376,4897.644
3104,4797.622
3088,4474.287
3152,3930.242
2992,3144.148
2960,2157.715
2944,865.901
2992,0
2880,0
2816,0
2720,0
2576,0
960,0
784,0
720,0
720,0
704,247.41
736,395.042
800,1050.178
1632,2014.832
2400,2910.522
2320,3465.034
2448,4149.128
2688,4078.569
2832,3613.394
2816,3855.161
2720,3910.754
2672,3190.413
2672,2089.601
3216,1065.578
3328,335.302
3264,0
3456,0
2800,0
2528,0
2464,0
816,0
768,0
704,0
704,0
848,262.129
832,479.033
1328,1067.203
1920,1950.801
2544,2858.192
2560,3674.273
2880,4279.401
3008,4710.431
2992,4845.157
2960,4684.3
3264,4321.487
3264,3322.632
2864,2401.993
3008,985.137
3504,332.526
3536,0
3680,0
3424,0
3312,0
3184,0
1424,0
1296,0
1248,0
1936,1.085
1680,243.369
1552,398.965
1760,1028.454
2576,1928.344
3088,2816.758
2896,3660.898
3008,4335.489
3056,4770.167
3472,4942.04
3584,4743.109
3424,4150.495
3216,3241.67
3184,2192.911
3248,1316.537
3456,625.833
3648,0
3632,0
3376,0
3152,0
2880,0
1008,0
816,0
736,0
736,2.281
864,212.164
896,317.362
944,983.747
2560,1936.284
3184,2870.654
3056,3689.196
2928,4332.71
3152,4766.561
3072,4984.126
3104,4974.749
2912,4732.186
3168,4241.944
3152,3476.6
3232,2398.789
3504,1001.628
3808,3.536
3984,0
3680,0
3360,0
2608,0
960,0
784,0
720,0
720,4.765
864,281.218
864,507.201
912,1144.105
2320,1990.848
2720,2726.378
2608,3291.993
2704,3832.477
2912,4209.31
2720,3743.737
2688,1748.869
2688,1178.61
2592,1019.806
2368,646.409
2368,286.7
2400,62.924
2064,0
2144,0
1984,0
1952,0
1744,0
1040,0
848,0
784,0
1664,2.308
1440,272.292
1424,512.668
1952,1086.239
1616,1935.522
2080,2809.827
2160,3598.676
2208,4199.645
2320,4599.049
2416,4781.501
2368,4704.341
2432,4403.928
2384,3833.387
2208,3004.898
2048,1957.618
2032,659.858
2080,0
2144,0
1936,0
1888,0
1696,0
1472,0
1472,0
1408,0
1408,4.38
1040,266.617
1168,446.986
1200,1060.03
2096,1944.089
2560,2744.495
2528,3106.374
2560,3290.77
2688,3868.188
2704,4280.479
2592,4530.374
2576,4479.933
2640,3987.711
2432,3174.405
2528,2054.44
2480,758.773
2432,2.675
2592,0
2144,0
1840,0
1744,0
1024,0
816,0
768,0
1408,1.139
1376,299.949
1344,752.893
1376,1250.582
1792,1437.018
2080,1591.44
1856,2373.956
2016,3074.533
2096,3783.846
1920,3305.494
1888,1958.885
1872,1310.537
1808,1268.807
1504,1638.195
1472,1712.61
1456,769.74
1408,4.325
1552,0
1392,0
1328,0
1056,0
896,0
768,0
768,0
720,8.649
736,296.622
736,615.731
768,1156.265
1600,2040.251
2512,2917.154
2624,3639.263
1936,4249.335
2176,4793.926
2416,5037.543
2656,4940.112
3312,4595.795
3456,3974.095
3232,2992.359
3088,1501.192
2880,137.787
2880,0
1840,0
1648,0
1664,0
1264,0
816,0
768,0
736,0
736,5.562
752,238.27
752,313.178
832,1047.445
1840,2064.535
2688,3046.391
2912,3881.345
2896,4523.159
3184,4946.727
3072,5136.209
3040,5077.738
2784,4808.847
1840,4298.41
1728,3549.493
1808,2485.658
1776,1080.186
1824,17.438
1936,0
1744,0
1584,0
1328,0
768,0
736,0
688,0
688,12.1
688,337.897
752,710.339
784,1257.88
1536,2124.299
2656,3054.4
3216,3312.933
3408,2853.929
3536,2138.422
3520,1994.633
3376,1652.013
2816,2098.634
1904,2575.703
1808,846.708
1872,313.083
1888,98.814
1904,0
1968,0
1792,0
1712,0
1504,0
784,0
768,0
704,0
720,0
848,99.382
880,357.036
944,994.927
1808,1827.872
2144,2579.642
2192,1975.375
1808,1431.385
1872,1803.01
1936,2889.447
1840,3671.665
1824,3382.863
1776,1967.592
2176,731.496
2432,144.316
2576,36.015
3328,0
3520,0
3392,0
3408,0
2656,0
960,0
800,0
784,0
752,0
912,199.052
960,720.442
816,1226.537
1712,1844.23
2128,2803.661
2048,3721.717
2176,4150.953
2144,3837.965
2192,3053.104
2064,2593.358
2000,2936.795
2272,2821.438
2144,1521.086
1984,621.109
1696,130.833
1632,0
1808,0
1600,0
1552,0
1344,0
1104,0
1056,0
992,0
1408,6.173
1664,295.842
1712,709.977
1808,791.268
1616,1159.384
2064,2023.062
2064,2552.587
2224,2705.831
2432,4387.766
2320,5058.732
2304,5110.69
2224,4909.337
2176,4415.517
2112,3583.492
2048,2428.76
2128,965.603
2240,17.863
2880,0
2784,0
2624,0
2320,0
1600,0
1440,0
1344,0
1408,9.901
1152,297.82
1088,554.194
992,1128.694
2160,2001.921
2992,2963.888
2928,3695.742
3008,4290.366
2928,4711.879
3040,4902.905
2992,4984.576
2608,4783.998
2896,4360.301
3344,3615.993
3280,2463.466
3456,985.17
3520,20.715
3760,0
3504,0
3456,0
2576,0
1216,0
1136,0
1008,0
1040,18.604
912,332.381
880,563.629
992,1334.191
1776,1929.022
2144,2782.394
2496,3666.121
2608,2089.081
2656,1824.224
2944,1703.627
3008,1338.386
3280,1069.545
3312,771.801
3472,528.289
3824,468.512
3872,238.967
3936,0
4208,0
4064,0
3920,0
3488,0
2704,0
2192,0
1792,0
1712,11.496
1696,305.603
1760,592.476
2560,1186.904
3488,1937.871
3824,2717.985
3616,3551.756
3504,4242.731
3504,4677.366
3632,4881.577
3728,4773.383
3104,4311.18
3152,3730.392
3360,2908.476
3312,1812.299
3472,658.085
3936,9.86
3984,0
3968,0
3808,0
3616,0
1904,0
1952,0
2064,0
1872,2.734
1136,220.403
1216,521.519
1232,922.687
1936,1451.257
2944,2100.282
2912,2807.079
2848,3477.294
2976,4175.527
3520,4577.242
3616,4358.65
3360,4064.898
3328,3029.423
2896,2690.029
2800,1322.737
2912,414.332
3424,5.059
3616,0
3328,0
3280,0
3184,0
1568,0
2000,0
1920,0
2192,15.141
1632,266.003
1504,388.311
1920,1070.337
2816,2001.181
2864,2929.773
3136,3749.096
3088,4371.326
3280,4785.699
3120,4946.259
3152,4770.904
3072,4599.249
3248,4007.21
3232,3147.492
3248,2078.523
3216,883.575
3280,24.306
3424,0
3200,0
3120,0
2544,0
1472,0
1440,0
1120,0
1136,14.518
1280,307.021
1296,538.482
1696,1122.541
2112,1988.641
2368,2883.783
2272,3676.528
2848,4283.399
3232,4558.033
3152,4455.207
2928,4384.636
2880,4352.633
3088,3750.354
3232,2531.526
3504,1019.747
3376,166.419
3488,0
3840,0
3504,0
3472,0
2576,0
1216,0
1168,0
1120,0
1136,11.256
1264,317.551
1344,488.036
1344,1119.678
1696,2009.072
2288,2898.82
2272,3655.746
2656,4211.106
3104,4404.575
3200,3947.138
3200,2548.741
3040,1631.749
3312,1370.988
3152,1351.174
3488,927.759
3216,362.603
3472,3.279
3744,0
3488,0
3264,0
2608,0
1248,0
1152,0
1136,0
1120,0
1232,147.887
1280,598.724
1296,1305.691
1696,2046.467
2096,2830.298
2016,3587.241
2080,3978.89
2336,3860.291
2144,2991.28
1952,2073.139
2032,1887.416
2560,1693.342
3088,1903.008
3328,1161.411
3360,490.931
3328,7.683
3504,0
3184,0
3264,0
2528,0
1168,0
1072,0
1040,0
1008,15.081
1120,300.236
1168,527.195
1248,1113.904
1808,1993.072
2224,2904.448
2144,3709.891
2384,4341.101
2896,4275.024
2784,4984.77
2816,4462.906
3248,3927.101
3120,3968.163
3040,3122.671
3280,2288.657
3232,984.792
3216,29.784
3440,0
3184,0
3216,0
2480,0
1088,0
1056,0
976,0
1024,20.315
1104,345.237
1120,583.481
1184,1231.35
2288,2092.938
2608,2829.476
2848,3218.738
3248,3165.009
3168,2728.529
3264,2208.318
3280,1536.82
3216,1147.863
3376,803.894
3328,515.812
3536,256.126
3584,67.876
3536,0
3616,0
3392,0
3376,0
2704,0
1136,0
1104,0
1040,0
1040,15.247
1120,281.802
1184,431.295
1264,1072.42
2272,1965.274
2736,2863.671
2576,3667.919
2496,4288.473
3088,4699.001
3232,4881.063
3232,4842.38
3280,4488.576
3392,3931.529
3296,2993.64
3200,1984.088
3152,846.29
3184,22.549
3200,0
3024,0
2992,0
2720,0
1520,0
1088,0
1024,0
1008,15.775
1152,263.317
1264,385.849
832,1031.095
1552,1947.406
1776,2858.275
1760,3652.016
1888,4263.652
1872,4670.77
1952,4871.532
2032,4854.82
2000,4617.031
2032,4130.383
1872,3358.564
1952,2242.793
1920,934.974
1888,29.858
1952,0
1872,0
1504,0
1264,0
1024,0
1024,0
944,0
928,12.864
1104,295.003
1120,522.884
1456,1104.227
1728,1915.069
2048,2814.504
2048,3554.463
2112,4093.324
2032,4459.154
2192,4667.948
2192,4629.628
2192,4344.498
2176,3809.839
2096,3045.668
2096,2025.291
2112,809.01
2112,19.692
2272,0
2000,0
1616,0
1472,0
1200,0
1104,0
1024,0
1008,7.563
1008,251.434
1120,620.191
1312,1082.921
1872,1894.812
2032,2745.165
2096,3497.732
2192,4080.558
2208,4461.489
2352,4643.789
2336,4598.393
2240,4322.317
2208,3798.41
2128,3013.43
2096,1939.121
2080,706.749
2096,12.746
2096,0
1776,0
1696,0
1504,0
1040,0
1056,0
976,0
1360,12.435
1408,276.315
1456,431.032
1808,1039.585
1872,1937.763
2016,2851.555
1952,3674.859
2032,4308.459
2192,4741.203
2096,4974.29
2080,4991.956
2144,4788.47
2112,4341.342
1936,3622.717
2032,2589.274
1936,1201.807
1968,40.964
2048,0
1920,0
1840,0
1632,0
960,0
928,0
848,0
1200,14.925
1328,229.583
1328,316.433
1696,1010.996
1792,1991.242
1888,2953.559
1840,3784.712
1968,4424.195
2048,4849.898
2048,5067.82
2080,5055.626
2016,4815.524
2080,4335.499
1904,3595.578
1952,2555.262
1888,1183.388
1920,40.361
2000,0
1952,0
1856,0
1616,0
1296,0
1216,0
1168,0
1504,14.437
1648,204.409
1664,274.049
1728,982.239
1616,1963.159
1840,2911.7
1664,3728.717
1712,4352.967
1792,4765.804
1824,4968.751
1824,4951.837
1520,4715.523
1488,4245.492
1456,3523.235
1536,2509.449
1584,1175.375
1600,38.864
1648,0
1616,0
1696,0
1696,0
1296,0
1216,0
1152,0
1520,15.018
1552,225.824
1424,316.01
1424,1003.033
1296,1952.641
1536,2850.258
1504,3592.952
1568,4154.036
1584,4511.84
1600,4668.243
1584,4597.579
1536,4260.116
1536,3397.145
1360,1869.28
1376,841.118
1440,322.109
1424,4.23
1488,0
1392,0
1376,0
1296,0
976,0
992,0
944,0
944,0
1104,267.324
1136,610.351
1424,1163.093
1824,1888.428
2064,2588.403
1872,3239.85
2048,2229.947
2080,2359.395
2080,3420.247
2080,4544.799
2048,4346.402
2128,4011.996
1952,3219.314
2000,1905.475
2000,725.869
1920,13.213
2016,0
1888,0
1744,0
1440,0
960,0
928,0
864,0
1232,12.614
1360,220.982
1376,298.42
1488,985.658
1744,1985.207
1968,2957.689
1776,3792.678
1984,4437.596
2000,4858.143
2048,5069.339
2032,5007.48
1952,4660.45
2048,4171.759
1856,3366.898
1952,2080.207
1856,876.201
1904,17.883
1968,0
1888,0
1760,0
1536,0
1424,0
1264,0
1200,0
1200,11.739
1328,215.54
1216,292.156
1296,968.967
1776,1968.976
1968,2948.076
1904,3796.531
1968,4452.317
2160,4893.66
2320,5108.46
2320,5095.974
2304,4849.137
2192,4353.85
1968,3585.576
1888,2503.742
1936,1094.711
1856,24.423
1984,0
1856,0
1776,0
1552,0
1280,0
1248,0
1200,0
1200,11.127
1200,212.221
1200,290.857
1312,968.404
1632,1970.879
1968,2949.881
1824,3789.181
1920,4438.985
2032,4869.543
2112,5073.314
2128,5056.933
2128,4803.526
2096,4296.525
1968,3327.996
1952,2110.655
1936,964.52
1888,18.199
2016,0
1888,0
1888,0
1664,0
1392,0
1328,0
1280,0
1248,4.992
1408,264.035
1440,652.099
1472,1150.977
1680,1890.023
2080,2786.806
2048,3673.1
2256,4321.384
2256,4742.322
2176,4945.771
2128,4917.831
2176,4655.665
2000,4046.967
1872,3217.027
1904,1886.801
1840,554.942
1776,1.45
1904,0
1712,0
1696,0
1536,0
1264,0
1232,0
1152,0
1136,8.579
1248,224.125
1296,303.346
1312,937.389
1440,1916.013
1744,2867.472
1600,3669.328
1696,4286.096
1664,4688.281
1552,4859.433
1616,4810.264
1440,4535.4
1280,3943.731
1184,3227.435
1312,2087.98
1312,619.564
1264,1.701
1392,0
1312,0
1312,0
1392,0
1248,0
1136,0
1104,0
1104,0
1184,96.227
1024,390.001
976,925.439
1200,1628.358
1392,2526.123
1248,3401.663
1312,4106.858
1280,4498.707
1376,4705.027
